s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
 3.3001575E+002, 5.8479700E+002, 0.0000000E+000,-2.3648120E+002,-3.5236011E+002, 3.9050751E+001, 8.1780351E+000, 0.0000000E+000, 0.0000000E+000, 4.1152528E+001, 4.3184478E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 3.6000943E+002, 5.9600799E+002, 0.0000000E+000,-2.4828129E+002,-4.4252242E+002, 3.9992417E+001, 8.4495641E+000, 0.0000000E+000, 0.0000000E+000,-4.6075974E+001,-4.6353735E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 3.9000659E+002, 6.1737802E+002, 0.0000000E+000,-2.5613300E+002,-3.8176219E+002, 3.9913641E+001, 8.3074024E+000, 0.0000000E+000, 0.0000000E+000, 2.6095138E+001, 2.7703867E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 4.2006177E+002, 5.7174560E+002, 0.0000000E+000,-2.3437963E+002,-3.9606160E+002, 4.0721770E+001, 8.4681860E+000, 0.0000000E+000, 0.0000000E+000,-1.1116955E+001,-9.5056711E+000, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 4.5003970E+002, 6.0737037E+002, 0.0000000E+000,-2.6315816E+002,-4.0163464E+002, 4.0483778E+001, 8.4735253E+000, 0.0000000E+000, 0.0000000E+000,-8.4457169E+000,-8.4651327E+000, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 4.8002075E+002, 5.9287013E+002, 0.0000000E+000,-2.3813859E+002,-3.8174377E+002, 4.0855608E+001, 8.0380320E+000, 0.0000000E+000, 0.0000000E+000, 2.0631320E+001, 2.1881408E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 5.1006012E+002, 5.8390689E+002, 0.0000000E+000,-2.4932998E+002,-4.0729883E+002, 4.1647907E+001, 8.5341938E+000, 0.0000000E+000, 0.0000000E+000,-2.3205911E+001,-2.2539814E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 5.4001398E+002, 6.2465885E+002, 0.0000000E+000,-2.5589824E+002,-3.9122169E+002, 4.2201174E+001, 8.5242415E+000, 0.0000000E+000, 0.0000000E+000, 2.8100131E+001, 2.8264330E+001, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 5.7002789E+002, 5.6355285E+002, 0.0000000E+000,-2.3715393E+002,-3.7566229E+002, 4.1963291E+001, 8.9126276E+000, 0.0000000E+000, 0.0000000E+000, 3.5010818E-001, 1.6125400E+000, 0.0000000E+000, 1.3140404E-002, 0.0000000E+000, 0.0000000E+000
 6.0005743E+002, 5.9450960E+002, 0.0000000E+000,-2.4362251E+002,-3.8387095E+002, 4.1252393E+001, 8.6927310E+000, 0.0000000E+000, 0.0000000E+000, 1.6190335E+001, 1.6961266E+001, 0.0000000E+000, 1.3140580E-002, 0.0000000E+000, 0.0000000E+000
 6.3003070E+002, 6.0434646E+002, 0.0000000E+000,-2.5595173E+002,-4.1375187E+002, 4.1471552E+001, 8.6773268E+000, 0.0000000E+000, 0.0000000E+000,-1.7010041E+001,-1.5208267E+001, 0.0000000E+000, 1.5887703E-002, 0.0000000E+000, 0.0000000E+000
 6.6005579E+002, 6.9685658E+002, 0.0000000E+000,-2.9036358E+002,-3.8039628E+002, 4.3368348E+001, 8.5471791E+000, 0.0000000E+000, 0.0000000E+000, 7.6720051E+001, 7.8012255E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 6.9005841E+002, 7.2581362E+002, 0.0000000E+000,-2.9205733E+002,-4.9699117E+002, 4.4109057E+001, 8.3232851E+000, 0.0000000E+000, 0.0000000E+000,-1.1347299E+001,-1.0802533E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 7.2005060E+002, 7.5668739E+002, 0.0000000E+000,-2.9752883E+002,-5.1773446E+002, 4.5005667E+001, 8.5976885E+000, 0.0000000E+000, 0.0000000E+000,-5.8556251E+000,-4.9725407E+000, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 7.5004144E+002, 7.3796319E+002, 0.0000000E+000,-2.9274004E+002,-4.7591144E+002, 4.4951265E+001, 8.4074861E+000, 0.0000000E+000, 0.0000000E+000, 2.0197338E+001, 2.2670459E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 7.8004773E+002, 7.6463905E+002, 0.0000000E+000,-2.8711771E+002,-5.0208496E+002, 4.6684768E+001, 8.6284953E+000, 0.0000000E+000, 0.0000000E+000, 2.9754020E+001, 3.0749655E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 8.1004974E+002, 7.5791991E+002, 0.0000000E+000,-3.0889445E+002,-4.9989265E+002, 4.5205360E+001, 9.1928945E+000, 0.0000000E+000, 0.0000000E+000, 1.7006996E+000, 3.5310549E+000, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 8.4002551E+002, 7.0452237E+002, 0.0000000E+000,-2.8162729E+002,-4.9727225E+002, 4.4206571E+001, 8.6283290E+000, 0.0000000E+000, 0.0000000E+000,-2.1321309E+001,-2.1542274E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 8.7000897E+002, 7.4776998E+002, 0.0000000E+000,-2.9531861E+002,-5.1222297E+002, 4.3824623E+001, 8.5455670E+000, 0.0000000E+000, 0.0000000E+000,-8.4472627E+000,-7.4014050E+000, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 9.0000610E+002, 7.1180874E+002, 0.0000000E+000,-2.9444021E+002,-4.3732016E+002, 4.4610296E+001, 8.4446587E+000, 0.0000000E+000, 0.0000000E+000, 3.1399140E+001, 3.3103325E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 9.3002722E+002, 7.7111019E+002, 0.0000000E+000,-2.9376306E+002,-5.6172619E+002, 4.5478175E+001, 8.5369169E+000, 0.0000000E+000, 0.0000000E+000,-3.0806606E+001,-3.0363970E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 9.6000433E+002, 7.5278396E+002, 0.0000000E+000,-2.9118395E+002,-5.1355396E+002, 4.3811683E+001, 8.1819015E+000, 0.0000000E+000, 0.0000000E+000,-1.0839470E+000, 3.9625746E-002, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 9.9001477E+002, 7.6123272E+002, 0.0000000E+000,-2.9703078E+002,-4.8001259E+002, 4.5473218E+001, 8.8604214E+000, 0.0000000E+000, 0.0000000E+000, 3.7130586E+001, 3.8522986E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.0200551E+003, 7.3316639E+002, 0.0000000E+000,-2.8413917E+002,-5.2484859E+002, 4.3679009E+001, 8.4041722E+000, 0.0000000E+000, 0.0000000E+000,-2.4572214E+001,-2.3738184E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.0500413E+003, 7.2513107E+002, 0.0000000E+000,-2.9061198E+002,-4.9314737E+002, 4.5410350E+001, 8.1989998E+000, 0.0000000E+000, 0.0000000E+000,-6.4978181E+000,-5.0189381E+000, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.0800331E+003, 7.5700538E+002, 0.0000000E+000,-2.9671764E+002,-4.7132275E+002, 4.6111711E+001, 8.4232163E+000, 0.0000000E+000, 0.0000000E+000, 4.2984432E+001, 4.3499916E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.1100258E+003, 7.3527082E+002, 0.0000000E+000,-2.8042585E+002,-5.3055747E+002, 4.3827867E+001, 7.7947407E+000, 0.0000000E+000, 0.0000000E+000,-2.5535883E+001,-2.4089890E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.1400383E+003, 7.4044157E+002, 0.0000000E+000,-2.8865413E+002,-4.7466674E+002, 4.6783953E+001, 8.2964113E+000, 0.0000000E+000, 0.0000000E+000, 3.0537825E+001, 3.2201060E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.1700118E+003, 8.2246167E+002, 0.0000000E+000,-3.2389675E+002,-5.8844928E+002, 4.5906664E+001, 8.8975415E+000, 0.0000000E+000, 0.0000000E+000,-3.5596080E+001,-3.5080145E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.2000540E+003, 7.2152233E+002, 0.0000000E+000,-2.7709207E+002,-4.7232972E+002, 4.6969075E+001, 8.7225098E+000, 0.0000000E+000, 0.0000000E+000, 2.6162459E+001, 2.7792132E+001, 0.0000000E+000, 1.6425505E-002, 0.0000000E+000, 0.0000000E+000
 1.2300453E+003, 7.8999308E+002, 0.0000000E+000,-3.0239768E+002,-5.2272580E+002, 4.6626445E+001, 8.3665895E+000, 0.0000000E+000, 0.0000000E+000, 1.8194139E+001, 1.9862629E+001, 0.0000000E+000, 1.9172205E-002, 0.0000000E+000, 0.0000000E+000
 1.2600244E+003, 7.9064903E+002, 0.0000000E+000,-3.0649296E+002,-5.5823005E+002, 4.5865926E+001, 7.8440491E+000, 0.0000000E+000, 0.0000000E+000,-2.0713232E+001,-2.0364011E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.2900045E+003, 8.6323666E+002, 0.0000000E+000,-3.3233605E+002,-5.6067189E+002, 4.6332736E+001, 8.1335328E+000, 0.0000000E+000, 0.0000000E+000, 2.2707770E+001, 2.4694990E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.3200057E+003, 9.0415099E+002, 0.0000000E+000,-3.4651179E+002,-5.4976721E+002, 4.9404985E+001, 8.6188978E+000, 0.0000000E+000, 0.0000000E+000, 6.3251910E+001, 6.5895866E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.3500444E+003, 9.0654462E+002, 0.0000000E+000,-3.5320236E+002,-6.3460343E+002, 4.8538392E+001, 8.7021592E+000, 0.0000000E+000, 0.0000000E+000,-2.6321508E+001,-2.4020626E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.3800364E+003, 8.5399950E+002, 0.0000000E+000,-3.3551995E+002,-5.8358169E+002, 4.9517418E+001, 8.5996199E+000, 0.0000000E+000, 0.0000000E+000,-8.1725109E+000,-6.9850968E+000, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.4100077E+003, 9.0543396E+002, 0.0000000E+000,-3.5406151E+002,-5.9201553E+002, 4.9461970E+001, 8.7603495E+000, 0.0000000E+000, 0.0000000E+000, 1.5662865E+001, 1.7579236E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.4400327E+003, 8.3919465E+002, 0.0000000E+000,-3.2648086E+002,-5.8500873E+002, 4.7604365E+001, 8.7236353E+000, 0.0000000E+000, 0.0000000E+000,-1.7651686E+001,-1.5966941E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.4700105E+003, 8.8149660E+002, 0.0000000E+000,-3.3743649E+002,-5.6345366E+002, 4.7380434E+001, 7.9434353E+000, 0.0000000E+000, 0.0000000E+000, 3.4682044E+001, 3.5930321E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.5000161E+003, 9.2669672E+002, 0.0000000E+000,-3.5284019E+002,-6.2503423E+002, 4.9725105E+001, 8.3160816E+000, 0.0000000E+000, 0.0000000E+000, 5.4807964E+000, 6.8634827E+000, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.5300562E+003, 9.0678769E+002, 0.0000000E+000,-3.3113509E+002,-6.3992400E+002, 4.7056120E+001, 8.2094764E+000, 0.0000000E+000, 0.0000000E+000,-9.7196899E+000,-9.0057923E+000, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.5600444E+003, 8.6224953E+002, 0.0000000E+000,-3.2367654E+002,-5.7039755E+002, 4.7224083E+001, 7.4915570E+000, 0.0000000E+000, 0.0000000E+000, 2.0321193E+001, 2.2891079E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.5900543E+003, 9.1891650E+002, 0.0000000E+000,-3.4367004E+002,-6.6961839E+002, 4.7669496E+001, 8.5070651E+000, 0.0000000E+000, 0.0000000E+000,-3.8465893E+001,-3.8195367E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.6200087E+003, 9.0749020E+002, 0.0000000E+000,-3.4577262E+002,-6.2272374E+002, 4.9286756E+001, 8.7346280E+000, 0.0000000E+000, 0.0000000E+000,-5.3476304E+000,-2.9847733E+000, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.6500425E+003, 9.0906674E+002, 0.0000000E+000,-3.4315977E+002,-6.0302436E+002, 4.8264381E+001, 8.1692360E+000, 0.0000000E+000, 0.0000000E+000, 1.8116097E+001, 1.9316226E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.6800107E+003, 8.6831604E+002, 0.0000000E+000,-3.4044015E+002,-5.6603289E+002, 4.8145625E+001, 8.6423685E+000, 0.0000000E+000, 0.0000000E+000, 1.7462713E+001, 1.8631004E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.7100189E+003, 9.3237088E+002, 0.0000000E+000,-3.5526503E+002,-6.1934557E+002, 4.8604852E+001, 8.0911075E+000, 0.0000000E+000, 0.0000000E+000, 1.2652650E+001, 1.4456235E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.7400160E+003, 8.1652171E+002, 0.0000000E+000,-3.0894222E+002,-5.9365724E+002, 4.6670395E+001, 7.7043355E+000, 0.0000000E+000, 0.0000000E+000,-3.3028933E+001,-3.1703027E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.7700522E+003, 1.0238196E+003, 0.0000000E+000,-3.8364215E+002,-6.4574001E+002, 4.9040060E+001, 8.2376680E+000, 0.0000000E+000, 0.0000000E+000, 5.0200055E+001, 5.1715123E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
 1.8000000E+003, 8.5187633E+002, 0.0000000E+000,-3.2689831E+002,-6.4756346E+002, 4.7674145E+001, 8.1330948E+000, 0.0000000E+000, 0.0000000E+000,-6.9674092E+001,-6.6778199E+001, 0.0000000E+000, 1.9710606E-002, 0.0000000E+000, 0.0000000E+000
